Date	Air temperature	Underground temperature	Fuel temperature (start of day)	Fuel volume (start of day)	Amount of sales	Supplier name	Driver name	Refill volume	Refill temperature	Fuel temperature (end of day)	Fuel volume (end of day)
2000-1-18	-4.736928343412013	8.483844887301991	3.0338905898751403	13.29012935738473	0.583910638211346	 	 	0.0	-4.736928343412013	3.0338905898751403	12.615072798256106	
2000-1-19	-2.076383553111014	8.428089404370374	3.9265329193097602	12.615072798256106	0.9219797933293313	 	 	0.0	-2.076383553111014	3.9265329193097602	11.539731323826564	
2000-1-20	-4.475909795589263	8.371905726656731	4.731505995238896	11.539731323826564	0.5773664942085127	 	 	0.0	-4.475909795589263	4.731505995238896	10.809003148517844	
2000-1-21	-2.3036185398405475	8.315310411748769	5.424954739653756	10.809003148517844	0.8878447436245251	 	 	0.0	-2.3036185398405475	5.424954739653756	9.767796723793111	
2000-1-22	-5.126924949594261	8.258320138545558	6.0321036348531765	9.767796723793111	0.6253340217368544	 	 	0.0	-5.126924949594261	6.0321036348531765	8.98910102095605	
2000-1-23	-2.7406703838648547	8.200951702342193	6.53745603728409	8.98910102095605	0.9879307315892568	 	 	0.0	-2.7406703838648547	6.53745603728409	7.847808608266584	
2000-1-24	-5.23238239342539	8.143222009880144	6.9662599084260135	7.847808608266584	0.6412571623398118	 	 	0.0	-5.23238239342539	6.9662599084260135	7.0531897648265645	
2000-1-25	-3.10352649930426	8.085148074364755	7.29886782792554	7.0531897648265645	0.6386158177061809	 	 	0.0	-3.10352649930426	7.29886782792554	6.261212266020176	
2000-1-26	-4.768620232353713	8.026747010451375	7.542700941191162	6.261212266020176	0.6276587450445534	 	 	0.0	-4.768620232353713	7.542700941191162	5.480191839875415	
2000-1-27	-0.8722249811343925	7.968036029201603	7.705534848120093	5.480191839875415	0.9399506032907375	 	 	0.0	-0.8722249811343925	7.705534848120093	4.38687955548447	
2000-1-28	-0.4771939628472493	7.909032433011087	7.802874879429472	4.38687955548447	0.8365691007037148	Dodgy Diesel	Francis	11.309733552923255	-0.4771939628472493	1.4607242458704293	14.514012806750014	
2000-1-29	-6.461658465583221	7.8497536105104535	2.37807071308096	14.514012806750014	0.5727888276613496	 	 	0.0	-6.461658465583221	2.37807071308096	13.78786229798846	
2000-1-30	-2.2892285765629254	7.790217031440776	3.1969092601969895	13.78786229798846	0.5968258797088447	 	 	0.0	-2.2892285765629254	3.19690926019699	13.037674737179408	
2000-1-31	-3.8190978499502326	7.73044024150518	3.922939938017857	13.037674737179408	0.5455578298466094	 	 	0.0	-3.8190978499502326	3.9229399380178567	12.338755226232587	
2000-2-1	-4.9372979372676475	7.670440857198027	4.55759469087678	12.338755226232587	0.5101521321148667	 	 	0.0	-4.9372979372676475	4.55759469087678	11.670233838779168	
2000-2-2	0.48482135185196534	7.61023656061327	5.104570855884284	11.670233838779168	0.6171131145387925	 	 	0.0	0.48482135185196534	5.104570855884284	10.894751468901825	
2000-2-3	-4.173962765764232	7.5498450942334445	5.574189526300154	10.894751468901825	0.8457834222398708	 	 	0.0	-4.173962765764232	5.574189526300154	9.890598791323402	
2000-2-4	0.15520021788044458	7.489284255700888	5.979538168538268	9.890598791323402	0.8551915688179573	 	 	0.0	0.15520021788044458	5.979538168538268	8.877037967166892	
2000-2-5	-2.571034089988805	7.428571892572686	6.321412562192065	8.877037967166892	0.8088066568214982	 	 	0.0	-2.571034089988805	6.321412562192065	7.909862055006841	
2000-2-6	-4.345392953787575	7.367725897060919	6.598561765534177	7.909862055006841	0.9801059416374391	 	 	0.0	-4.345392953787575	6.598561765534177	6.7713868580308505	
2000-2-7	-3.9728947095506046	7.306764200759745	6.81775849891254	6.7713868580308505	0.563002170837222	 	 	0.0	-3.9728947095506046	6.817758498912539	6.050015431855075	
2000-2-8	-2.1761386251720016	7.2457047693608745	6.966041944517469	6.050015431855075	0.9398961312512868	 	 	0.0	-2.1761386251720016	6.966041944517469	4.951750045265236	
2000-2-9	-1.5541888205018113	7.184565597359	7.058569503741653	4.951750045265236	0.5681000141282103	 	 	0.0	-1.5541888205018113	7.058569503741653	4.225280775798473	
2000-2-10	-3.320789107007212	7.123364702748735	7.090725592700782	4.225280775798473	0.530586914281332	Dodgy Diesel	Francis	11.309733552923255	-3.320789107007212	-0.8022004524029842	14.618701451251129	
2000-2-11	-5.540673631478874	7.062120121714632	0.3160928415213222	14.618701451251129	0.5853651071776212	 	 	0.0	-5.540673631478874	0.3160928415213223	13.874967088734957	
2000-2-12	-3.3177812791229364	7.000849903315829	1.3188405743617306	13.874967088734957	0.7829580751144338	 	 	0.0	-3.3177812791229364	1.3188405743617304	12.93363975828197	
2000-2-13	-4.142559480312133	6.939572104166917	2.224344063899732	12.93363975828197	0.6689955221199345	 	 	0.0	-4.142559480312133	2.224344063899732	12.106274980823482	
2000-2-14	-2.98368011421107	6.878304783116566	3.026140562389013	12.106274980823482	0.6328201268577645	 	 	0.0	-2.98368011421107	3.026140562389013	11.315085598627165	
2000-2-15	-3.29754007853565	6.817065995925503	3.7255378898503935	11.315085598627165	0.9477263941490751	 	 	0.0	-3.29754007853565	3.725537889850394	10.189049692811476	
2000-2-16	-4.416373249774312	6.755873789945397	4.34687803666233	10.189049692811476	0.88930761819375	 	 	0.0	-4.416373249774312	4.34687803666233	9.121432562951114	
2000-2-17	-1.5960999729669654	6.6947461988002175	4.885000944972275	9.121432562951114	0.8204589798942763	 	 	0.0	-1.5960999729669654	4.885000944972275	8.122664071390226	
2000-2-18	-5.555824545843525	6.63370123707165	5.335347042146653	8.122664071390226	0.5810475113025982	 	 	0.0	-5.555824545843525	5.335347042146654	7.363307048421015	
2000-2-19	-4.831876961326021	6.572756894990106	5.687058714910768	7.363307048421015	0.6198776845720712	 	 	0.0	-4.831876961326021	5.687058714910768	6.565119852182331	
2000-2-20	-1.275797155086983	6.51193113313293	5.950121545997076	6.565119852182331	0.7855540902973662	 	 	0.0	-1.275797155086983	5.950121545997075	5.601256250218353	
2000-2-21	-0.5135801276312576	6.451241877131328	6.137490907465406	5.601256250218354	0.8602171986370646	 	 	0.0	-0.5135801276312576	6.137490907465406	4.5627295399146774	
2000-2-22	1.3068214179903543	6.390707012387605	6.253742472470818	4.5627295399146774	0.8002318078214767	Pristine Petroleum	Arnold	11.309733552923255	1.3068214179903543	2.511096714118911	14.723125374944503	
2000-2-23	-1.6720298730365097	6.33034437880425	3.0523085599964497	14.723125374944503	0.7822932943589516	 	 	0.0	-1.6720298730365097	3.0523085599964497	13.76252256891894	
2000-2-24	-3.4529378503352404	6.2701717655264435	3.5404196347325816	13.76252256891894	0.9783566562265531	 	 	0.0	-3.4529378503352404	3.5404196347325816	12.605856401025772	
2000-2-25	-1.042956626966311	6.210206905699508	3.982791740132774	12.605856401025772	0.9081480916028735	 	 	0.0	-1.042956626966311	3.982791740132774	11.519398797756283	
2000-2-26	-1.4227258843914588	6.150467471242868	4.376034187491203	11.519398797756283	0.599593029112812	 	 	0.0	-1.4227258843914588	4.376034187491203	10.741496256976859	
2000-2-27	-5.719663839944842	6.09097106764206	4.709820248377786	10.741496256976859	0.8197784669942572	 	 	0.0	-5.719663839944842	4.709820248377786	9.74340827831599	
2000-2-28	-4.704669208633424	6.03173522876031	4.9935715785680195	9.74340827831599	0.7899112276855523	 	 	0.0	-4.704669208633424	4.9935715785680195	8.775187538963825	
2000-2-29	0.6783760520466088	5.972777411671226	5.227024498050924	8.775187538963825	0.6688858025868313	 	 	0.0	0.6783760520466088	5.227024498050924	7.927992224710383	
2000-3-1	6.267299906083335	5.914114991514117	5.408385846401771	7.927992224710383	0.7723357084346871	 	 	0.0	6.267299906083335	5.408385846401771	6.977347004609084	
2000-3-2	3.382795606156071	5.855765256373461	5.542590301820093	6.977347004609084	0.9573241079257748	 	 	0.0	3.382795606156071	5.542590301820093	5.841713385016698	
2000-3-3	3.4316161663827924	5.797745402184026	5.634024750238141	5.841713385016699	0.8090065734215504	 	 	0.0	3.4316161663827924	5.634024750238141	4.854397299928537	
2000-3-4	6.887345507269757	5.740072527663149	5.679760530831515	4.854397299928537	0.9115820776335302	Pristine Petroleum	Arnold	11.309733552923255	6.887345507269757	6.583723265205415	14.972422668914609	
2000-3-5	7.153576809499416	5.682763629271668	6.457610108881418	14.972422668914609	0.7476472526647631	 	 	0.0	7.153576809499416	6.457610108881418	14.046465904583235	
2000-3-6	4.871468793578247	5.625835596204983	6.333523497417062	14.046465904583236	0.545619620670272	 	 	0.0	4.871468793578247	6.333523497417062	13.322536772246352	
2000-3-7	3.542158572688232	5.569305205415735	6.213336601732827	13.322536772246352	0.7865228269246378	 	 	0.0	3.542158572688232	6.213336601732827	12.3577044336551	
2000-3-8	2.6352618194893607	5.513189116669562	6.094644870719868	12.3577044336551	0.6497260416472557	 	 	0.0	2.6352618194893607	6.094644870719868	11.529668880341234	
2000-3-9	3.0116145836806822	5.457503867635387	5.9788923921737185	11.529668880341232	0.5822846216489135	 	 	0.0	3.0116145836806822	5.9788923921737185	10.769074747025707	
2000-3-10	2.03831019844907	5.402265869011691	5.866749417938756	10.769074747025707	0.8181511795453077	 	 	0.0	2.03831019844907	5.866749417938756	9.772614055813788	
2000-3-11	7.469639163334115	5.3474913996902105	5.755480382629098	9.772614055813788	0.7507232834889455	 	 	0.0	7.469639163334115	5.755480382629098	8.843581260658231	
2000-3-12	1.7797166270289624	5.293196601958464	5.646027101711951	8.843581260658231	0.769239183197004	 	 	0.0	1.7797166270289624	5.646027101711951	7.896032565794615	
2000-3-13	1.8127157284268842	5.239397476742557	5.538210483919353	7.896032565794615	0.5905514918413554	 	 	0.0	1.8127157284268842	5.538210483919353	7.127171562286647	
2000-3-14	6.423483166376372	5.18610987889162	5.43479316105412	7.127171562286647	0.9473231695395496	 	 	0.0	6.423483166376372	5.434793161054119	6.001538881080485	
2000-3-15	4.654046108869497	5.133349512505332	5.3296605420273115	6.001538881080485	0.8718505706859152	 	 	0.0	4.654046108869497	5.3296605420273115	4.9513787987279585	
2000-3-16	5.845664936507099	5.081131926305831	5.224611127683935	4.9513787987279585	0.9737994956852467	 	 	0.0	5.845664936507099	5.224611127683935	3.7992697913761	
2000-3-17	4.166834369868499	5.029472509055449	5.117129077302704	3.7992697913761	0.6120005339684167	Pristine Petroleum	Josh	11.309733552923255	4.166834369868499	4.368439797299841	14.183142575534575	
2000-3-18	2.137217517943594	4.97838648502156	4.458348265080566	14.183142575534575	0.94800942099759	 	 	0.0	2.137217517943594	4.458348265080566	13.056823642870373	
2000-3-19	1.5341972121317253	4.927888909489932	4.533538259515444	13.056823642870373	0.695584107248065	 	 	0.0	1.5341972121317253	4.533538259515444	12.182930023955697	
2000-3-20	2.58601114957375	4.877994664327853	4.592659434212783	12.182930023955699	0.6666131729237423	 	 	0.0	2.58601114957375	4.592659434212783	11.338007339365344	
2000-3-21	8.40209579892151	4.828718453598386	4.636197870200648	11.338007339365344	0.667959290522778	 	 	0.0	8.40209579892151	4.636197870200648	10.491738537175952	
2000-3-22	7.148395602932144	4.780074799227007	4.664876182472129	10.491738537175952	0.5526971104374442	 	 	0.0	7.148395602932144	4.664876182472129	9.760731915071895	
2000-3-23	2.362458742875049	4.732078036721932	4.679274858078757	9.760731915071895	0.5458870726993149	 	 	0.0	2.362458742875049	4.679274858078757	9.036535330705968	
2000-3-24	2.7538448461108422	4.684742310949372	4.680540216894597	9.036535330705968	0.6289622022603213	 	 	0.0	2.7538448461108422	4.680540216894597	8.229263616779035	
2000-3-25	6.528299438056258	4.638081571964983	4.669749846292003	8.229263616779035	0.9495578989445301	 	 	0.0	6.528299438056258	4.669749846292003	7.101396206167893	
2000-3-26	2.688410633994397	4.592109570902711	4.646884944404327	7.101396206167893	0.8668165977502951	 	 	0.0	2.688410633994397	4.646884944404327	6.056270096750987	
2000-3-27	3.049314078469901	4.546839855922282	4.612338324338922	6.056270096750988	0.8545769211098769	 	 	0.0	3.049314078469901	4.612338324338922	5.023383663974499	
2000-3-28	3.0000959499567	4.502285768216483	4.5665239031416425	5.023383663974499	0.6647351844917243	 	 	0.0	3.0000959499567	4.5665239031416425	4.180338967816163	
2000-3-29	6.01303566353922	4.458460438079462	4.512467918030015	4.180338967816163	0.6392387800975853	Dodgy Diesel	Trevor	11.309733552923255	6.01303566353922	5.649694099478016	13.888020866593383	
2000-3-30	3.869422666289235	4.415376781037168	5.463620891214656	13.888020866593383	0.7200842496835421	 	 	0.0	3.869422666289235	5.463620891214656	12.989627105243226	
2000-3-31	2.4677652038193645	4.373047494041082	5.2878827387027165	12.989627105243226	0.5699450896473354	 	 	0.0	2.4677652038193645	5.2878827387027165	12.241372503929275	
2000-4-1	3.6840566417419356	4.331485051726371	5.1243774925049745	12.241372503929275	0.9018604267912198	 	 	0.0	3.6840566417419356	5.1243774925049745	11.161202565471443	
2000-4-2	3.1510984940296027	4.290701702735555	4.968087620375144	11.161202565471443	0.878424333122538	 	 	0.0	3.1510984940296027	4.968087620375144	10.104468720682293	
2000-4-3	7.4725927580485765	4.250709466108774	4.819561057090038	10.104468720682293	0.7141786596267887	 	 	0.0	7.4725927580485765	4.819561057090038	9.211980549388892	
2000-4-4	5.128747063834896	4.211520127741725	4.681497884641961	9.211980549388892	0.6176736842123174	 	 	0.0	5.128747063834896	4.681497884641961	8.415997353509963	
2000-4-5	6.53482256227917	4.173145236912301	4.555172343765774	8.415997353509963	0.6204047246629548	 	 	0.0	6.53482256227917	4.555172343765773	7.617283117180396	
2000-4-6	4.991268144223914	4.13559610287697	4.439991109223159	7.617283117180396	0.5366640040280498	 	 	0.0	4.991268144223914	4.439991109223159	6.902309601485735	
2000-4-7	7.095755613713165	4.098883791537878	4.336664500210683	6.902309601485735	0.9552008835956326	 	 	0.0	7.095755613713165	4.336664500210683	5.768799206223489	
2000-4-8	2.4663433596065967	4.063019122181686	4.237497172210835	5.768799206223489	0.8686231850766268	 	 	0.0	2.4663433596065967	4.237497172210835	4.72186650948025	
2000-4-9	6.53077582858068	4.028012664291069	4.144759440646835	4.72186650948025	0.5486886543132451	 	 	0.0	6.53077582858068	4.144759440646835	3.9948683435003933	
2000-4-10	4.612473161631435	3.9938747344298453	4.065815926855905	3.9948683435003933	0.5316563159719417	Pristine Petroleum	Earl	11.309733552923255	4.612473161631435	4.4883275883832665	14.464597317848405	
2000-4-11	9.110300894031374	3.960615393202637	4.412044267434986	14.464597317848405	0.860918390070038	 	 	0.0	9.110300894031374	4.412044267434986	13.425369416111753	
2000-4-12	2.638202217210805	3.9282444422899623	4.336701493353176	13.425369416111753	0.7224030974004573	 	 	0.0	2.638202217210805	4.336701493353176	12.524656807044686	
2000-4-13	2.770586786217376	3.8967714215596354	4.263269765017547	12.524656807044684	0.9013575528962656	 	 	0.0	2.770586786217376	4.263269765017547	11.444989742481807	
2000-4-14	3.2053168510925345	3.8662056062553254	4.190746737396687	11.444989742481807	0.6688589710664588	 	 	0.0	3.2053168510925345	4.190746737396687	10.539269579999978	
2000-4-15	4.972323433855433	3.8365560042630986	4.120500595002922	10.539269579999978	0.9146765784889223	 	 	0.0	4.972323433855433	4.120500595002922	9.387731810095685	
2000-4-16	5.592208410543342	3.8078313534567507	4.05088820686507	9.387731810095685	0.6235868694126657	 	 	0.0	5.592208410543342	4.05088820686507	8.52728374926765	
2000-4-17	6.203763236177747	3.78004011912272	3.984507226590271	8.52728374926765	0.5320201942409272	 	 	0.0	6.203763236177747	3.984507226590271	7.758402363611352	
2000-4-18	2.8356895589893987	3.7531904914653254	3.9222009975103065	7.758402363611352	0.6545399933086936	 	 	0.0	2.8356895589893987	3.922200997510307	6.867001178887288	
2000-4-19	2.1997865666960394	3.7272903831930746	3.862890010542692	6.867001178887288	0.7300476912548262	 	 	0.0	2.1997865666960394	3.862890010542692	5.9000922962170925	
2000-4-20	2.487279811448605	3.702347427186756	3.8060348703148024	5.9000922962170925	0.5181708421116936	 	 	0.0	2.487279811448605	3.8060348703148024	5.14506026269003	
2000-4-21	4.128546327862413	3.6783689742499917	3.754191238536432	5.14506026269003	0.538356742693491	 	 	0.0	4.128546327862413	3.7541912385364324	4.36984232858117	
2000-4-22	3.5109934650862518	3.655362090942922	3.7069408516898847	4.36984232858117	0.6893013716147647	Dodgy Diesel	Trevor	11.309733552923255	3.5109934650862518	3.5571803992876854	14.609760574638655	
2000-4-23	6.4114238929747485	3.6333335574996575	3.568068103139391	14.609760574638655	0.5322321357137754	 	 	0.0	6.4114238929747485	3.568068103139391	13.840667247509508	
2000-4-24	3.7973027021054495	3.612289865830115	3.5747419421943487	13.840667247509508	0.6667838036134903	 	 	0.0	3.7973027021054495	3.5747419421943487	12.937022252480649	
2000-4-25	2.5622424803563186	3.592237217606817	3.5775667335139434	12.937022252480649	0.9208776527975676	 	 	0.0	2.5622424803563186	3.5775667335139434	11.779283408267712	
2000-4-26	5.162169564637242	3.5731815224372365	3.5767891037062127	11.779283408267712	0.9372977204209374	 	 	0.0	5.162169564637242	3.5767891037062127	10.605124496431404	
2000-4-27	7.99097573066913	3.5551283961222047	3.572522741112953	10.605124496431404	0.6448483492064203	 	 	0.0	7.99097573066913	3.572522741112953	9.723414955809615	
2000-4-28	2.7894458647992924	3.5380831590009088	3.5651243395634276	9.723414955809615	0.7319943892101596	 	 	0.0	2.7894458647992924	3.5651243395634276	8.754559375184085	
2000-4-29	5.677763763290028	3.5220508343829664	3.554847224578125	8.754559375184085	0.9171969605377355	 	 	0.0	5.677763763290028	3.554847224578125	7.600501223230982	
2000-4-30	3.0187280360751587	3.5070361470680287	3.5417077906000234	7.600501223230982	0.8741906683302187	 	 	0.0	3.0187280360751587	3.5417077906000234	6.489449363485393	
2000-5-1	8.134960899669528	3.4930435219533646	3.5260443774696766	6.489449363485394	0.9718222956358915	 	 	0.0	8.134960899669528	3.526044377469676	5.280765876434134	
2000-5-2	10.246300759346044	3.480077082729821	3.507862925574577	5.280765876434134	0.5629218165490674	 	 	0.0	10.246300759346044	3.507862925574577	4.480982868469697	
2000-5-3	6.386568217158124	3.4681406506665513	3.489347716148406	4.480982868469697	0.9457717209093599	Pristine Petroleum	Josh	11.309733552923255	6.386568217158124	5.727532395445074	14.500042027470393	
2000-5-4	6.7095552986731235	3.457237743484874	5.399703061178855	14.500042027470393	0.5364326579345715	 	 	0.0	6.7095552986731235	5.399703061178855	13.644273486046252	
2000-5-5	7.3971034437062135	3.4473715743215774	5.100214507105994	13.644273486046252	0.6021969140185939	 	 	0.0	7.3971034437062135	5.100214507105994	12.72274068853809	
2000-5-6	7.065234963203324	3.4385450507819995	4.826941348961846	12.72274068853809	0.6504809899457465	 	 	0.0	7.065234963203324	4.826941348961846	11.752923815102776	
2000-5-7	9.452275309928327	3.430760774083142	4.578458014846012	11.752923815102777	0.7890273716465852	 	 	0.0	9.452275309928327	4.578458014846012	10.644560559966624	
2000-5-8	3.8062994064498787	3.4240210382870755	4.351667637296903	10.644560559966624	0.6333161554182856	 	 	0.0	3.8062994064498787	4.351667637296903	9.69190852105877	
2000-5-9	8.116505676981161	3.418327829624875	4.150339901036072	9.69190852105877	0.8023686289335226	 	 	0.0	8.116505676981161	4.150339901036072	8.570204008635677	
2000-5-10	7.912360687060054	3.4136828259112657	3.9706802350447523	8.570204008635677	0.6812993356727206	 	 	0.0	7.912360687060054	3.9706802350447523	7.569568789473387	
2000-5-11	2.5554372900196136	3.4100873960501614	3.8159174714912374	7.569568789473387	0.7677505151826649	 	 	0.0	2.5554372900196136	3.8159174714912374	6.482482390801151	
2000-5-12	3.219130264383312	3.4075425996312454	3.6842939828390366	6.482482390801151	0.699972449295287	 	 	0.0	3.219130264383312	3.6842939828390366	5.4631740580162935	
2000-5-13	6.929466924530498	3.4060491866177016	3.5778957213924643	5.4631740580162935	0.578520718200452	 	 	0.0	6.929466924530498	3.577895721392464	4.56531745632627	
2000-5-14	3.635775002915898	3.4056075971252016	3.4990667632878605	4.56531745632627	0.9329062223793996	Pristine Petroleum	Arnold	11.309733552923255	3.635775002915898	3.604497177931717	14.48069676024899	
2000-5-15	5.97500191434942	3.4062179612921946	3.5758948135749242	14.48069676024899	0.8754377995595446	 	 	0.0	5.97500191434942	3.5758948135749242	13.276791227826637	
2000-5-16	5.615613912080693	3.4078800992415594	3.5494613144308245	13.276791227826637	0.7458430882260143	 	 	0.0	5.615613912080693	3.5494613144308245	12.202480406737813	
2000-5-17	3.0393940760348577	3.4105935211336127	3.5256906572830067	12.202480406737813	0.9826359353725134	 	 	0.0	3.0393940760348577	3.5256906572830067	10.89137673850249	
2000-5-18	4.731535108675702	3.4143574273104687	3.504339649078354	10.89137673850249	0.6504973502060833	 	 	0.0	4.731535108675702	3.5043396490783536	9.912411655433598	
2000-5-19	11.797069696309968	3.4191707085317016	3.4863936342144655	9.912411655433598	0.6372002427158983	 	 	0.0	11.797069696309968	3.4863936342144655	8.94674367985489	
2000-5-20	10.288003191586975	3.425031946301242	3.4720687937521864	8.94674367985489	0.540254839506135	 	 	0.0	10.288003191586975	3.4720687937521864	8.078021107485947	
2000-5-21	8.124189880101325	3.431939413285417	3.4616933164351535	8.078021107485947	0.8397031044294029	 	 	0.0	8.124189880101325	3.4616933164351535	6.909850270193738	
2000-5-22	8.133151939899857	3.4398910738220008	3.4551034264561165	6.909850270193738	0.5915376312836522	 	 	0.0	8.133151939899857	3.4551034264561165	5.945755223089053	
2000-5-23	3.830266492127949	3.448884584520137	3.452918962107937	5.945755223089053	0.61250741695415	 	 	0.0	3.830266492127949	3.452918962107937	4.960690390313871	
2000-5-24	8.695991264702934	3.4589172949509406	3.455444360259519	4.960690390313871	0.682160766231593	 	 	0.0	8.695991264702934	3.455444360259519	3.9059722082612454	
2000-5-25	6.651599467831644	3.4699862484286004	3.4632199669356813	3.9059722082612454	0.7620047072098652	Dodgy Diesel	Trevor	11.309733552923255	6.651599467831644	5.976040660561052	13.079996899197337	
2000-5-26	7.3290638310361755	3.48208818288172	5.5767078392487495	13.079996899197337	0.6508676291070835	 	 	0.0	7.3290638310361755	5.5767078392487495	12.05657185426922	
2000-5-27	6.083477975796242	3.495219531814668	5.215287661171568	12.05657185426922	0.8647145232884847	 	 	0.0	6.083477975796242	5.215287661171568	10.8192999151597	
2000-5-28	9.293426749351855	3.5093764253586426	4.885339558224119	10.8192999151597	0.5437060911630235	 	 	0.0	9.293426749351855	4.885339558224119	9.903036408175643	
2000-5-29	7.128640825299112	3.524554691412137	4.59789719731802	9.903036408175643	0.7798540250102082	 	 	0.0	7.128640825299112	4.59789719731802	8.750624967344402	
2000-5-30	11.386185724270463	3.5407498568704767	4.345265449237291	8.750624967344402	0.7365813026498267	 	 	0.0	11.386185724270463	4.345265449237291	7.641486248873542	
2000-5-31	9.761872156962264	3.557957148944068	4.129869741453311	7.6414862488735436	0.517403447005624	 	 	0.0	9.761872156962264	4.129869741453311	6.751525386046887	
2000-6-1	11.821100248489467	3.5761714965649545	3.9584590959405728	6.751525386046889	0.7790863306030655	 	 	0.0	11.821100248489467	3.9584590959405723	5.599881639622791	
2000-6-2	8.00500265398658	3.5953875318812907	3.8229721079652355	5.599881639622791	0.8202289982626145	 	 	0.0	8.00500265398658	3.8229721079652355	4.407095225539145	
2000-6-3	10.365539726842393	3.6155995918392674	3.724657538223051	4.407095225539145	0.5794638823067036	Pristine Petroleum	Earl	11.309733552923255	10.365539726842393	8.805354314579565	14.70641804785973	
2000-6-4	9.873414532247965	3.6368017198520435	8.066972805908309	14.70641804785973	0.9080595365675634	 	 	0.0	9.873414532247965	8.066972805908309	13.42580109547113	
2000-6-5	7.576938857286848	3.6589876675551762	7.377745891592908	13.42580109547113	0.7985288684639902	 	 	0.0	7.576938857286848	7.377745891592908	12.254714811186105	
2000-6-6	8.75414241566196	3.682150896648046	6.74517237330206	12.254714811186103	0.8450070385669637	 	 	0.0	8.75414241566196	6.74517237330206	11.022174060964435	
2000-6-7	7.901035389613849	3.706284580820721	6.167246247840914	11.022174060964435	0.8968406744537187	 	 	0.0	7.901035389613849	6.167246247840914	9.737799674856012	
2000-6-8	11.486486585372385	3.7313816077657025	5.643237117790161	9.737799674856012	0.5094394697045911	 	 	0.0	11.486486585372385	5.643237117790161	8.840826493496717	
2000-6-9	12.082237945965646	3.7574345812739565	5.196658809469097	8.840826493496717	0.7910400744485488	 	 	0.0	12.082237945965646	5.196658809469097	7.662252707393464	
2000-6-10	10.99777881120294	3.784435823414608	4.810979616766854	7.662252707393464	0.7798349505254771	 	 	0.0	10.99777881120294	4.810979616766854	6.494884045213281	
2000-6-11	16.6280451320845	3.8123773767976643	4.489380346640129	6.494884045213281	0.7276662120360284	 	 	0.0	16.6280451320845	4.489380346640129	5.379684121522548	
